MID,Nom,Adresse1,Adresse2,CP,Ville,Telephone
6137713,GUEBHARD ARMELLE,TABAC PRESSE LE SAVOY SNC,AV GENERAL DE GAULLE,6110,LE CANNET ROCHEVILLE,493691683
6137985,BIANCO HENRI,BAR TABAC LE FRANCE,82 RUE DE FRANCE,6000,NICE,493447250
6138098,EIRL ELBAAJ,SNC BAR TABAC GARIBALDI,1 BIS BD JEAN JAURES,6300,NICE,963432107
6138156,LAUZET HELENE,BAR TABAC  LA CHEVRE D'OR,1 PLACE DU VILLAGE,6530,CABRIS,493605103
6139356,CESARINI OLIVIER,PRESSE AZUR SARL,8 AV. MARECHAL FOCH,6230,VILLEFRANCHE SUR MER,493017329
6139577,LAUZET FRANCOIS,TABAC LE NAPOLEON,3 PLACE DE LA ROUGUIERE,6460,SAINT VALLIER DE THIEY,493774928
6139785,MAKARYAN,SNC AIDA TABAC PRESSE,154 AV. DE LA LIBERTE,6220,GOLFE JUAN,0
6140314,EMERIC LAURE,TABAC,PLACE DE L'EGLISE,6660,ST ETIENNE DE TINEE,493024023
6140505,BLET DIDIER - SNC CRYSTALINE,TABAC LOTO  LE CRISTAL,27 AVENUE DE LA GARE,6800,CAGNES SUR MER,964193053
6140507,ARFI MARTINE,BAR TABAC LE BISCARRA SNC,18 RUE BISCARRA,6000,NICE,493851824
6140691,GRIMAUD NATHALIE,BAR TABAC RESTAURANT LE 202,CHEMIN DES MOULINS,6670,CASTAGNIERS,493081093
6141067,VINCI ET SIRI SNC SONIRECORDIA,BAR TABAC BRASSERIE RESTAURANT,234 ROUTE DE GRENOBLE,6200,NICE,493831730
6141457,GUASTI COMTE PHILIPPE,TABAC PRESSE LOTO,61 BIS AV. CORNICHE FLEURIE,6200,NICE,493721088
6141465,GHALLEB SAMIR,TABAC  SNC KYSS,329 AV. GL LECLERC,6700,SAINT LAURENT DU VAR,493311343
6141898,CARNEIRO JOSE,BAR TABAC LE NARVAL,14 RUE PASTORELLI,6000,NICE,493794036
6141954,MAGNANI JENNIFER,TABAC PRESSE DU ROURET/C.CIAL,1 BD HENRI SAPPIA,6100,NICE,493845072
6141995,COVARELLI GIOVANNELLO,TABAC DU PONT/AUBERGE ST JEAN,12 AVENUE GASPART GOJON,6420,PONT DE CLANS,493021529
6142110,CLAUDIN MICHELLE/ M2CR SNC,TABAC DE LA MADELEINE,212 BD DE LA MADELEINE,6000,NICE,493527669
6142885,STOFATI DIDIER,BAR TABAC LE MADRIGAL SNC,24 BD JEAN HIBERT,6400,CANNES,493394168
6142886,EXPERTON ALAIN,TABAC LES MURIERS,23 RUE GUIGLIONDA DE STE AGATH,6300,NICE,493807414
6143079,CHALAYER CATHERINE/SNC KTYROL,TABAC PRESSE LOTO,7 PLACE DU LOGIS,6580,PEGOMAS,493422449
6143174,PETRI MARIOLINA,TABAC PRESSE  DE L'ILETTE SNC,24 BD MARECHAL LECLERC,6600,ANTIBES,493612319
6143313,GAGLIARDINI SABINE,PRESSE GRIBOUILLE,21 RUE BOTTERO,6100,NICE,493441249
6143469,CUNEO GLORIA,LE JAGUAR PRESSE,17 CENTRE CIAL DE RANGUIN,6150,CANNES LA BOCCA,493906311
6143475,PRIEUR MARYSE /TABAC LE ROCHAT,SNC FUMEE DE REVE,59 AVENUE PHILIPPE ROCHAT,6600,ANTIBES,493334003
6143747,MAP SALERNO SNC,LA VITA E BELLA / BAR TABAC,91 AVENUE HENRI DUNANT,6100,NICE,493579125
6143984,CHOUCHOUNOFF JACQUELINE,TABAC LES MARONNIERS,10 RUE DES GRILLONS,6130,GRASSE,493604808
6144018,EL TOUNY MAGDY,TABAC PRESSE LES REVES D'OR,39 AV. SIDI BRAHIM,6130,GRASSE,918832938
6144589,BIANCHERI J.PIERRE,TABAC TOTEM LA ROYALE,2 BOULEVARD GAMBETTA,6200,NICE,493874084
6144601,GONTIER ERIC,EURL PRESSNET,3 PLACE CLEMENCEAU,6230,ST JEAN CAP FERRAT,0
6144680,COLMART FRANCK/ BAR TABAC LOTO,LE CAFE DES JARDINS,2 RUE DE LA PREFECTURE,6300,NICE,483800046
6144850,CARRIERE FABRICE,PRESSE BRUNE ROUSSE HOUBLON,2 RUE RAIBERTI,6000,NICE,493048473
6144880,ALTAZIN CHRISTIAN ET NICOLE,CANNET PRESSE SARL,1 AVENUE DES ECOLES,6110,LE CANNET ROCHEVILLE,493450107
6144909,VALLOT THIERRY / SNC FLODOMAX,BAR TABAC DE LA PLACE,5 PLACE JOSE THOMAS,6550,LA ROQUETTE-SIAGNE,493938247
6144941,D'AMBROSIO YANNIC,TABAC LE LYAUTEY SNC,143 AV. MARECHAL LYAUTEY,6300,NICE,493805041
6145166,FLURI MARC,LE HEINZ CAFE BAR TABAC,1 PLACE CLEMENCEAU,6540,SAORGE,982445113
6145644,GERMAIN THIERRY,EIRL TABAC DU BEAL,7 AVENUE CYRILLE BESSET,6800,CAGNES SUR MER,493206786
6145717,FOULON FRANCK ///,TABAC PRESSE L'ORANGERAIE,37 BIS AV. HENRI MATISSE,6200,NICE,493711449
6145718,NEVOIT FRANCK,HALL DE LA PRESSE,5 PLACE GENERALE DE GAULLE,6530,SAINT CEZAIRE,493602162
6145722,BASLANDE JEAN YANN,SARL LIBRAIRIE DU RAY,57 AVENUE DU RAY,6100,NICE,493847006
6145784,ALVAREZ CHRISTOPHE,LE REVE DES PINS/RES. LES PINS,409 CHEM.DES AMES D/PURGATOIRE,6600,ANTIBES,493330833
6145831,LE FLORE BAR TABAC SNC,MME MEKHAIL JOSEPHINE,8 RUE MASSENA,6500,MENTON,966434187
6145863,PESTY SEBASTIEN,BAR TABAC L'EDEN,33 ROUTE DE SOSPEL,6500,MENTON,493356948
6145988,LECARON ANDRE / SARL ACJN,MAISON DE LA PRESSE,1 RUE BELLISSIME,6800,CAGNES SUR MER,493207566
6146049,K'VAREC GILLES,PRESSE KERCHAR SARL,2 PLACE SAINT ROCH,6300,NICE,0
6146112,LAVERSIN CHRISTOPHE,PRESSE LE NOTRE DAME,9 AV. PIERRE DEVOLUY,6130,GRASSE,493708219
6146135,DAFONDO PAUL,TABAC PRESSE LE 22,22 BD AUGUSTE RAYNAUD,6100,NICE,493847952
6146306,REBILLARD MARIA DOLORES,RHODHES PRESSE SARL,50 BD SADI CARNOT,6110,LE CANNET,493454068
6146443,STUPIEN FERRAND EMMANUELLE,TABAC COOL / SNC EM FERRAND,111 BOULEVARD CARNOT,6400,CANNES,493682818
6146576,MORALES THIERRY,TABAC LE TOULOUSE LAUTREC,49 AVENUE THIERS,6000,NICE,493534303
6146709,BICHIERE CHRISTIAN,SASU JEANNE GUY / PRESSE LOTO,189 BD DE LA MADELEINE,6000,NICE,493447309
6147126,KAZDAGHLI SANDES,BAR TABAC PRESSE LE PUB LATIN,75 BOULEVARD FRANCOIS GROSSO,6000,NICE,493966836
6147298,ROBERT MARIE SOPHIE,CAFE TABAC DE LA PAIX/SNC MAJE,3 PLACE DE LA PAIX,6230,VILLEFRANCHE SUR MER,493018222
6147727,ZACCARIA MARIE CHRISTINE,TABAC PRESSE,5 AV.D MARTYRS D/LA RESISTANCE,6220,VALLAURIS,492901398
6147777,VERGOZ SYLVIE,TABAC LE CENTRAL / SNC AZUR,6 RUE CENTRALE,6000,NICE,493859494
6147884,VOLARD LUCIE,SARL L'ART DE LIRE / PRESSE,55 AV. VICTOR TUBY/RES.LE FOCH,6140,VENCE,493580430
6148000,ARIGSOY SILVA,PRESSE,145 BOULEVARD DE CESSOLE,6100,NICE,0
6148532,SOUBRE CHARLES/SNC MS ANTILLES,TABAC LA COUPE D'ARGENT,3 PLACE DU CDT GEROME,6100,NICE,493814925
6148868,ELIE LAETITIA SAS,MAG PRESSE LILA /PLACE CASINCA,803 BOULEVARD DES ECUREUILS,6210,MANDELIEU,492970934
6148877,SEMONT MARIE CHRISTINE,SNC LE JOCKEY CLUB / BAR TABAC,69 AVENUE MARECHAL JUIN,6400,CANNES,981809586
6148952,DEVIN ENARD SNC,TABAC PRESSE  LA FONTAINE,3 PLACE DE LA REPUBLIQUE,6670,LEVENS,493797144
6149026,BENNANI KARIMA,FABEN PRESSE,8 RUE CLEMENT ROASSAL,6000,NICE,493886383
6149040,WILK GUILLAUME,SASU PAPI PRESSE AZUR,11 BD DE L'ARMEE DES ALPES,6300,NICE,493262426
6149047,DAVID GILLES,COTE CANNES SAS / PRESSE,5 RUE F�LIX FAURE,6400,CANNES,493385427
6149057,EL JARRAT AMAR JOSEPH,BAR TABAC L/GOUNOD/SNC MY SONS,39 AVENUE GEORGES CLEMENCEAU,6000,NICE,493877965
6149146,MAIA CARLOS SNC,BAR TABAC LES ARCADES,2 AV. FRANKLIN ROOSVELT,6110,LE CANNET,493460702
6149183,SEIGNOL FABIENNE ^^^,TABAC DE VALBONNE,11 RUE GAMBETTA,6560,VALBONNE,493121584
6149299,RAIMONDI FRANCOIS,TABAC CAP PRESSE,57 AVENUE PAUL DOUMER,6190,ROQUEBRUNE CAP MARTIN,493280166
6149310,LEDOUBLE REYNALD,TABAC LA BOITE A PRISER,2 PLACE DU CHATEAU,6800,CAGNES SUR MER,493731851
6149315,JEBRI KARIM EIRL,LOU PASTROUIL  BAR TABAC,12 RUE DU MARCHE,6300,NICE,493623213
6149348,CAMMARATA FABIENNE EIRL,BAR TABAC LE NARVAL,75 AVENUE PORTE DE FRANCE,6500,MENTON,493357641
6149452,GARDIE CHRISTOPHE,BAR TABAC DE LA FONTAINE,15 PLACE DE LA FONTAINE,6510,LE BROC,493734124
6149866,PAERES ANTOINETTE,PRESSE LA PAGE,57 BD DE CESSOLE,6100,NICE,493987508
6149895,LOPEZ / SNC CHRISTAL TABAC,200 AVENUE ROUMANILLE,ESPACE ZAC ST PHILIPPE 2,6410,BIOT,493654148
6149898,PLUMECOCQ STEPHANIE,TABAC SNC LES PETITES PLUMES,AVENUE CORNIGLION MOLINIER,6450,ROQUEBILLIERE,493034019
6149956,DOLIGET FRANCK,TABAC LA NAPOULE SNC,AVENUE DU 23 AOUT,6210,MANDELIEU,493499549
6150142,SALMON J. BERNARD,TABAC PRESSE,LE PHENIX,6750,ANDON,493707911
6150198,PEROTTA JOANNA,BAR TABAC LE GALLIA,39 ROUTE DE TURIN,6300,NICE,493891655
6150217,NOWOSAD SONIA,SNC TABAC LE MISTRAL,85 RUE GEORGES CLEMENCEAU,6400,CANNES,493399767
6150257,CERAVOLO ROBERT,CIVETTE ST HELENE,154 AVENUE DE LA CALIFORNIE,6200,NICE,493718169
6150368,DESPRES,TABAC,HOTEL BEAUSEJOUR,6390,BERRE LES ALPES,493918008
6150370,CALIN LUDIVINE,TABAC POINT BAR,2 ROUTE D'OPIO,6650,LE ROURET,984540676
6150582,PERDEK GILLES / SAS KERROC,MAG PRESSE PONT MICHEL/C.CIAL,170 174 ROUTE DE TURIN,6300,NICE,497126950
6150672,WEIL NICOLAS,TABAC PRESSE L'A COTE SNC,PLACE CENTRALE D'AURON,6660,AURON,493023386
6150785,VICIDOMINI MARIE LAURE,BAR TABAC L'INSOLITE,11 AVENUE MARECHAL LYAUTEY,6200,NICE,493623714
6150936,OLIVERO JEAN NOEL,TABAC DU RIOU,15 BIS BOULEVARD DU RIOU,6400,CANNES,975343609
6150972,DARDOUILLET ERIC,LE HALL DE LA PRESSE,1170 CHEMIN DES AMES DU PURGAT,6600,ANTIBES,493332417
6150981,DOUARD NADINE,TABAC DES 4 COINS,1 RUE TROUBADOUR,6150,CANNES LA BOCCA,493477813
6151341,ATESYAN PAUL / SNC KAVKAZ,TABAC LE BERGERAC,25 AVENUE SAINT SYLVESTRE,6100,NICE,493524321
6151513,DEBATS JEREMIE / SPDV SNC,TABAC PRESSE DE ST PAUL,1 PLACE GENERAL DE GAULLE,6570,ST PAUL DE VENCE,493329998
6151606,CHALEMBEL/SNC OPHELIE ET CLA//,TABAC LE MOULIN DE LA GAITE,147 AVENUE FRANCIS TONNER,6150,CANNES LA BOCCA,493472713
6151813,IZZO JEAN PHILIPPE,RIVIERA TABAC SNC,1 PLACE JEAN AUDE,6600,ANTIBES,963222347
6151887,MICHEL J.C  / SNC MJCEFH,TABAC DE LA FONTAINE,5 PLACE AMELIE POLLONNAIS,6230,VILLEFRANCHE SUR MER,493799397
6151941,CAMERINI J.CLAUDE/SNC CAMERINI,BAR TABAC DES ALPES,3 PLACE DU GENERAL DE GAULLE,6450,ST MARTIN VESUBIE,493032106
6163380,MULE GILLES,PRESSE L' ESCARGOT ROUGE SAS,126 RUE DE FRANCE,6000,NICE,603914960
6163594,TREDICI JEAN PIERRE,TABAC PRESSE / SNC TLP,242 AVENUE DE FABRON SUPERIEUR,6200,NICE,493353142
6163690,GARROUSTE LUC / SNC CIELL,BAR TABAC LE VERDI,8 AV.AUBER / ANGLE 5 RUE VERDI,6000,NICE,493822439
7101041,DELHOMME JACQUES,RELAIS TABAC/ QUARTIER BAUSSON,145 ROUTE D'AUBENAS,7200,VOGUE,475385167
7101225,VERNET CHRISTOPHE,TABAC JOURNAUX LA ROYALE,1 COURS DE L'ESPLANADE,7000,PRIVAS,475645708
7101331,JOUVE MIREILLE,TABAC LOTO,1 RUE ALBERT MERCOYROL,7350,CRUAS,475514669
7101746,GEDE STEPHANE,"TABAC ""L'ART D'AUTREFOIS""",CD CHEMIN DEPARTEMENTAL 104,7260,ROSIERES,475395884
7109203,DUFOURD YVES,PRESSE,CENTRE COMMERCIAL HYPER U,7210,ALISSAS,475648762
7111063,ACHAINTRE NICOLAS,BAR-TABAC,PLACE JOSEPH MONIER,7100,BOULIEU LES ANNONAY,475331005
7111357,DELAYE BERNARD,TABAC PRESSE LOTO,97 FAUBOURG JEAN MATHON,7200,PONT D'AUBENAS,469221045
7113262,MATTIUSSI MYRIAM,TABAC,2 RUE DE TOURNON,7100,ANNONAY,475331534
7113650,BERGOGNON,BAR DE LA PLACE,LE RENAISSANCE,7430,ST CYR,475674933
7116531,MYRELE- MME BOISSY MYRIAM,TABAC-PRESSE,44 GRAND RUE,7300,TOURNON,475080466
7117642,BARRIOS CLAPIER SNC,TABAC  C.CIAL INTERMARCHE,98 BOULEVARD DE PASTE,7000,PRIVAS,475641903
7119095,TABAC FARCONNET,TABAC PRESSE MR ECHALIER,56 QUAI FARCONNET,7300,TOURNON / RHONE,475082089
7125076,LOBIDEL CHRISTIAN / GTP,TABAC PRESSE LOTO,RUE DU BARRY,7400,ALBA LA ROMAINE,475524485
7125859,ARNAUD OLIVIER,BAR TABAC LE NATIONAL,ROUTE NATIONALE,7340,ANDANCE,475343388
7126576,CUER CAROLINE,TABAC,GRAND RUE,7450,BURZET,475944360
7128901,FEVRIER LAURENT,BAR-TABAC LE CENTRAL,GRANDE RUE,7290,SATILLIEU,475349453
7129001,MENDRAS CYRIL,TABAC,22 RUE JEAN LOUIS SOULAVIE,7110,LARGENTIERE,475391290
7133238,GUILHERMET NATHALIE,TABAC DU CENTRE,43 RUE DE LA REPUBLIQUE,7400,LE TEIL,475490384
7133748,CHAMBON JOEL,BAR TABAC,ROUTE DES MINES,7000,SAINT PRIEST,475642182
7137359,REULAND NADIA,TABAC PRESSE LOTO,8 RD 86,7400,MEYSSE,967132861
7139186,PRUNARET,TABAC,36 RUE FRANCKIE KRAMER,7100,ANNONAY,475334975
7139820,LEROI BRUNO,TABAC PRESSE DU PORT,PLACE DE LA ROUBINE,7220,VIVIERS,475526737
7141759,REYNAUD,TABAC KADO LOTO,7 PLACE SALEON TERRAS,7160,LE CHEYLARD,475291268
7141760,GIMENO PIERRE,GIMENNE SNC  TABAC,1 RUE DES BRASSERIES,7120,RUOMS,475396410
7141865,FOUBERT LAURENCE SNC ///,TABAC LOTO PRESSE,1 PLACE PAUL MERCIER,7110,LARGENTIERE,475392080
7141916,TRUFFIN NATHALIE,TABAC PRESSE LE CELTIC,3 AV MATTEOTI,7400,LE TEIL,475494343
7142133,FONTANA MYLENE EIRL,TABAC DES REMPARTS,36 RUE NATIONALE,7120,RUOMS,475396887
7142568,REYNOUARD SYLVAIN,TABAC PRESSE,PLACE DE L'HERBOUX,7110,LAURAC EN VIVARAIS,475368281
7143757,BOULEDIN APOLONIA,TABAC PRESSE THOLINE,8 AVENUE HENRI BARBUSSE,7400,LE TEIL,475494958
7144140,BRESSON ALAIN,TABAC PRESSE,9 AVENUE DU 11 NOVEMBRE,7800,LA VOULTE SUR RHONE,475620108
7144281,SIRE JEAN MICHEL,TABAC PRESSE,SNC LES OLLIERES,7360,LES OLLIERES SUR EYRIEUX,475662108
7144583,BUTTAZZI MICHEL,TABAC PRESSE,GRAND RUE,7800,ST LAURENT DU PAPE,475624073
7144970,ROUSSEL / SNC LE LUOL,TABAC PRESSE,PLACE DU MARCHE AUX CERISES,7200,SAINT PRIVAT,475354947
7145495,KINASOMI,MR DELHORME - TABAC,CENTRE VILLE,7590,ST ETIENNE DE LUGARDES,466466034
7145716,REBOURS DAVID / GTP,TABAC LOTO L' AVENTURE,1 PLACE LEOPOLD OLLIER,7140,LES VANS,475372501
7145804,SOUSA SAUZEAT,L ENTRE DEUX BAR TABAC PRESS,72 AVENUE DU VIVARAIS,7100,ST MARCEL LES ANNONAY,475671222
7145956,RIAS FRANCK,TABAC PRESSE ST MICHEL C.CIAL,QUARTIER PLANZOLLES,7220,VIVIERS,475526964
7146019,ROSELLO BEATRICE,TABAC PRESSE,4 FAUBOURG  D'ENTRAIGUES,7600,VALS LES BAINS,475375890
7146331,GUET THIERRY,TABAC PRESSE LE FONTENOY,21 RUE MONTGOLFIER,7100,ANNONAY,475332295
7147529,SAUVAGE GALLIX / SNC LIXSO,TABAC PRESSE STATION ESSENCE,QUARTIER DE LA GARE,7120,GROSPIERRES,475396729
7148172,JUMAS GUIDICELLI GISELE,TABAC PRESSE / LE VILLAGE,TERRE LONGUE,7150,VAGNAS,475384638
7148481,JACOB REGIS,TABAC / SNC CELILOR,8 AVENUE JEAN JAURES,7150,VALLON PONT D'ARC,475371847
7148869,AUTARD MARIE LAURE,TABAC,15 GRANDE RUE,7190,ST SAUVEUR DE MONTAGUT,659629381
7148976,CELLIER DANIEL,TABAC PRESSE,LE VILLAGE - IMMEUBLE THEVENON,7150,SALAVAS,475881185
7149433,FARGIER REGINE,TABAC PRESSE,PLACE DE LA MAIRIE,7170,LUSSAS,475373595
7150598,LEBRETON PASCAL,TABAC PRESSE,RD 304,7000,ST JULIEN EN ST ALBAN,475660254
7150919,GERIN DENISE,TABAC-PRESSE MIKADO,GRANDE RUE,7340,PEAUGRES,475348411
7150933,DEVIL- ROUSSEL,TABAC PRESSE LE JEAN-BART,251 AVENUE DE LA REPUBLIQUE,7500,GUILHERAND-GRANGES,475412801
7151643,RIGOT ERIC / VAUCLARE FLORENCE,TABAC LOTO,9 RUE RADAL,7200,AUBENAS,963065884
8100881,VIET Brigitte,TABAC LE JUBILE,22 RUE JEAN MOULIN,8000,CHARLEVILLE MEZIERES,324570577
8100882,LEROY Yvan,TABAC-LOTO-CADEAUX,7 BLD JEAN-BAPTISTE CLEMENT,8700,NOUZONVILLE,324537897
8105846,BERTRAND,HALL DE PRESSE,GAL.CARREFOUR-RUE PAUL RICHIER,8000,CHARLEVILLE MEZIERES,324376583
8106121,MERCIER Pascal,"BAR TABAC ""A L'HABITUDE""",3 RUE JEAN BAPTISTE CLEMENT,8300,RETHEL,324385053
8116327,LAZENNEC Lo�c,TABAC PRESSE LOTERIE,9 RUE D'ECRY,8190,VIEUX LES ASFELD,324729632
8118183,TRIVES Catherine,"TABAC-JOURNAUX""LE BALTO""",23 RUE DE MANTOUE,8000,CHARLEVILLE MEZIERES,324333130
8118825,MATHIEU R�gis,BAR PRESSE LE CENTRAL BAR,39 AVENUE D'ARCHES,8000,CHARLEVILLE MEZIERES,324573254
8125312,PICARD Arnaud,BAR TABAC PRESSE DE L'AVENUE,39 AV.MARTYRS DE LA RESISTANCE,8000,CHARLEVILLE MEZIERES,324575892
8128511,BAUMGARTNER Claude,TABAC,1 PLACE GRAND COUR,8190,ASFELD,777891692
8128852,REMY CATHERINE,CAFE DES SPORTS,13  PLACE DU 11 NOVEMBRE,8140,DOUZY,324263006
8131288,LEONARD STEPHANE,SEDAN PRESSE,12 RUE GAMBETTA,8200,SEDAN,324291978
8132481,ROLO Abel,BAR TABAC LA LICORNE,66 ROUTE NATIONALE,8160,DOM LE MESNIL,324592886
8134324,QUINART Fabrice,CAFE DE LA PLACE,PLACE DE LA MAIRIE,8240,BRIEULLES SUR BAR,324306099
8134487,BARTOLOMEO Angela,MAISON DU CADEAU CHEZ ANGELINA,32 AVENUE ROGER POSTY,8320,VIREUX MOLHAIN,324417870
8137585,STAFFE SANDRA,CAFE LES MARONNIERS,9 PLACE DE LA REPUBLIQUE,8600,GIVET,676652780
8141009,GHIBELLINI GREGORY,BAR TABAC LOTO LE TROQUET,11 PLACE DE TORCY,8200,SEDAN,324270388
8142319,MENEZES NATHALIE SNC,TABAC LE CORNER,9 FAUBOURG DE PIERRE,8000,CHARLEVILLE MEZIERES,983030542
8143179,BUCCHIOTTY BRUNO,TABAC PRESSE,7 RTE DE PUSSEMANGE,8700,GESPUNSART,324538535
8145753,GELMETTI Dino,LA TABATIERE,23 AVENUE DE LA MARNE,8510,LA FRANCHEVILLE,324571271
8146093,DANE SIMON SNC,P QUATRE,5 AVENUE JEAN BAPSTISTE CLEMEN,8170,FUMAY,324326835
8146105,AVRIL MICHELE,TABAC LE LONGCHAMP,5 PLACE D'ANTAN,8120,BOGNY SUR MEUSE,324581334
8146624,BODHUIN DAVID,PROXI,39 PLACE DE LA MAIRIE,8140,FRANCHEVAL,324560069
8147711,RICHARD LAURENT,BOULANGERIE,44 RUE GUILLAUME DE MACHAUT,8310,MACHAULT,324303220
8147827,BAZIET JOSETTE,COCCI MARKET,25 BIS RUE DU GENERAL BERTRAND,8320,VIREUX WALLERAND,324592368
8148792,ROBERT ELODIE,BAR PMU LE PENALTY,4 PLACE AIME DEPONTHIEU,8330,VRIGNE AUX BOIS,681907026
8150928,PRESSE CICERON,PRESSE JEUX,197 AVENUE CARNOT,8000,CHARLEVILLE MEZIERES,324375615
8166322,ROUSSEAUX Dominique,"TABAC ""LE MARCASSIN""",1 RUE DE LA COMEDIE,8200,SEDAN,324291289
9003831,HEBERT DANIEL,TABAC LOTO CADEAUX PMU,1 RUE DU PONT,9000,FOIX,534090151
9007169,SERRANO HENRI,TABAC,4 RUE ST ROCH,9400,TARASCON SUR ARIEGE,561055205
9103272,SAINT ANTONIN,TABAC PRESSE LOTO,7 RUE ST ANTONIN,9100,PAMIERS,561605315
9103355,GALY MARYLENE,TABAC PRESSE,1 PLACE JEANNE D'ARC,9300,LAVELANET,561019432
9115091,TALIDEC CATHERINE,TABAC,PLACE CHAMP  DE MARS,9290,LE MAS D'AZIL,561699731
9116340,DELPECH PATRICK,TABAC PRESSE LE SALAT,RUE CLEMENCEAU,9140,SEIX,561668618
9125765,LOUIS NAPOLEON CAROLINE,TABAC PRESSE,1 PLACE DU TEMPLE,9600,LA BASTIDE SUR L'HERS,561011114
9127922,RODRIGUES VERONIQUE,TABAC LOTO PRESSE,CTE CIAL LABARRE RUE JEAN MOUL,9000,FOIX,561655587
9128788,MAURY ARNAUD,TABAC JOURNAUX LOTO,72 RUE BOULBONNE,9270,MAZERES,561694321
9137742,LAPORTE MICHEL,TABAC PRESSE LOTO,PLACE RHIN ET DANUBE,9300,BELESTA,561016833
9137999,MARTINEZ CHRISTOPHE,TABAC DU CHATEAU,6 RUE LAZEMA,9000,FOIX,561650135
9140924,CASSAGNABERE,TABAC PRESSE LOTO,13 ALLEE DE VILLOTE,9000,FOIX,561650819
9143157,SEUBE ISABELLE,PRESSE PAPETERIE,28 AVENUE N PEYREVIDAL,9800,CASTILLON EN COUSERANS,561961134
9144098,LMI,ALIMENTATION,2 PLACE DE LA POSTE,9200,MOULIS,967097831
9145806,MOLINA RENE,TABAC PRESSE,10 RUE DU BARRY,9350,DAUMAZAN SUR ARIZE,561898014
9147239,FARCINE VERONIQUE,TABAC ALIMENTATION,9 ROUTE DE LUCHON,9800,ARGEIN,967474482
9150187,SERVAT MONIQUE,TABAC ALIMENTATION,AU VILLAGE,9140,OUST,561668271
9150316,BERNADAC REGINE,TABAC VIVAL ARRI�GE TRADITION,6 RUE PRINCIPAL,9310,LES CABANNES,561647808
9151078,VERKINDEREN BRUNO,PRESSE PAPETERIE,10 AVENUE DE LA REPUBLIQUE,9210,LEZAT SUR LEZE,561691600
9151558,URSINE,TABAC PRESSE,11 RUE PRINCIPALE,9250,LUZENAC,561644127
9166226,CHRISVAL,TABAC LOTO PRESSE,18 AVENUE JACQUES CARRIE,9120,VARILHES,561607537
9166395,GALY COMBES,TABAC ALIMENTATION,PROXI,9000,ST PIERRE DE RIVIERE,561026902
9166420,FERRAN FLORENCE,,8 RUE DES MARCHANDS,9000,FOIX,561655522
10000428,BARRIOL ALAIN,BAR - TABAC CHEZ MONIQUE,87 GRANDE RUE DE LA RESISTANCE,10110,BAR SUR SEINE,325299085
10001356,CARDOZO Franck,TABAC PRESSE,54 AVENUE FOCH,10280,FONTAINE LES GRES,325702522
10002838,ELIAS,"TABAC-LOTO""LE BLANQUI""",102 BLD BLANQUI,10000,TROYES,325747837
10004644,LEBRUN Laurent,LE FLASH,195 RUE A. BRIAND,10100,ROMILLY SUR SEINE,325247976
10005513,MICHAUD LAURENT,BAR - TABAC LA RENAISSANCE,6 PLACE DE L HOTEL DE VILLE,10160,AIX EN OTHE,325467022
10006177,PETURY Thierry,LA PLUME D' OR,22 BLD JULES GUESDE,10000,TROYES,325800456
10100282,LE RALLYE,98 AVENUE PASTEUR,,10000,TROYES,325782363
10105009,DO SACRAMENTO Joelle,TABAC,64 BLD ROBESPIERRE,10100,ROMILLY SUR SEINE,325241908
10116513,ESPACE PRESSE,CENTRE CIAL LA BELLE IDEE,RN 19,10100,ROMILLY SUR SEINE,325212776
10117713,ROY Francis,SNC LE MAGENTA,27 PLACE DES MARTYRS,10100,ROMILLY SUR SEINE,325247437
10118366,NOBLOT EMMANUEL,HOTEL REST DE L ABBAYE,19 ROUTE DE DIJON,10310,CLAIRVAUX,325278012
10119852,COLAS Sylvie,TABAC L'ESPERANCE,34 AVENUE PASTEUR,10400,NOGENT SUR SEINE,325398742
10121065,MESSINA DOMINIQUE,AU SOLEIL LEVANT,55 RUE ETIENNE PEDRON,10000,TROYES,325806112
10121539,LEBLANC,MAISON DE LA PRESSE,4 RUE DE CHALONS,10700,ARCIS SUR AUBE,325378215
10121591,NALOT LINE,BAR TABAC LES 3 DES,14 GRANDE RUE,10140,VENDEUVRE SUR BARSE,325413120
10122164,CORDESSE S�bastien,TABAC,8 RUE DES PONTS,10400,NOGENT SUR SEINE,325398494
10128539,GHYSELS Rose,TABAC ALIMENTATION,RUE GREVE,10500,HAMPIGNY,325926474
10132056,THEVENIAULT,CAFE DES CHATS,69 RUE DE L'ECOLE MILITAIRE,10500,BRIENNE LE CHATEAU,325924752
10132809,MATEO VINCENT,BROCELIANDE BAR,34 RUE D'AUBE,10200,BAR SUR AUBE,325270753
10132867,DUTOIT SNC,LE PONT VERT,5 RUE BROCARD,10000,TROYES,325439268
10133240,SECO NADEGE SNC,TABAC,58 RUE NATIONALE,10200,BAR SUR AUBE,325271288
10134534,LAMBLIN PHILIPPE,TABAC LA CIVETTE,5 PLACE MARECHAL FOCH,10000,TROYES,325731161
10135097,BRELET SYLVIANE,BAR TABAC PRESSE,LA TABLE D ANTAN,10320,CRESANTIGNES,325730643
10135979,RIBEIRO GRELET SNC,CAFE LE GALOP,1 RUE GABRIEL WUILLAUME,10100,ROMILLY SUR SEINE,325248099
